price_level,business_count,avg_rating,avg_reviews
1,2,4.5,676.5000000000000000
2,117,4.277777777777777,1254.1709401709401709
3,49,4.189795918367347,894.8979591836734694
4,14,4.421428571428572,911.2857142857142857
,18,4.3388888888888895,281.2222222222222222
